name,category,subcategory,price,unit
Cycle Durgeshwari Sambrani Dhoop : 24 Units,,,24,
Cycle Woods Agarbathi : 32 Units,,,125,
Mysore Sandal Dhoop : 20 Units,,,30,
Mangaldeep French Lavender Premium Agarbattis : 125 g,,,76,125 g
Mangaldeep Sambrani Sticks : 15 Units,,,15,
Ambica Darbar Bathi Herbal Agarbathi : 220 gms,,,135,220 g
Mangaldeep Chandan 3 In 1 Agarbatti : 226 g,,,125,226 g
Mangaldeep Sandal Agarbattis : 72 Units,,,65,
Ambica Harini Dhoop Sticks : 60 Units,,,100,
Mangaldeep Treya 3 In 1 Sambrani Cup : 9 Units,,,75,
Heritage Chandanam Prayer Sticks : 206 gms,,,120,206 g
Ambica Durbar Agarbathi : 100 gms,,,75,100 g
Mangaldeep 3In1 Agarbatti : 213 gms,,,125,213 g
Moksh Swarna Champa Agarbatti : 81 gms,,,75,81 g
Ambica Panchagavya Agarbathi : 70 gms,,,58,70 g
Ambica Athisaya Dhoop: 1 U,,,90,
Moksh Rose Premium Incense Sticks : 30 gms,,,125,30 g
Ambica Dhoop Stick : 40 g,,,19,40 g
Moksh Swarna Chandan Agarbatti : 63 gms,,,75,63 g
Ambica Nitya Pooja Agarbatti : 114 gms,Pooja Needs,pooja,75,114 g
Ambica Baba Harathi : 100 gms,,,70,100 g
Cycle Baratanatyam Agarbathi : 160 gm,,,80,160 g
Moksh Swarna Lavand Agarbatthi : 81 gms,,,75,81 g
Mangaldeep Treya 3 In 1 Sambrani Stick : 42 Units,,,60,
Moksh Swarna Mallika Agarbatthi : 81 gms,,,75,81 g
Mangaldeep Camphor Patchouli Agarbatti : 120 g,,,76,120 g
Mangaldeep Muskmelon Agarbatti : 120 g,,,76,120 g
Lotus Urli : 1 Unit,,,1100,
Crystal Peacock Urli : 1 Unit,,,1100,
Red Mosaic Glass Tea light Votive Candle Holder : 1 unit,,,150,
Peacock Diya T-Light Holder : 1 Unit,,,700,
Metal Cutwork Lotus Candle Holder : 1 Unit,,,180,
Lotus Waterfall Urli : 1 Unit,,,1500,
Metal Urli Bowl : 1 Unit,,,425,
Diya Lotus Votive Candle Holder : Set of 2,,,600,
Marigold Plastic Flower Door Hanging Toran : 1 Unit,,,65,
Peacock Waterfall Urli : 1 Unit,,,1800,
Glass Laxmi Flicker Votive Candle Holder - Red : 1 Unit,,,349,
Diya Ganesha Lantern Candle Holder : Set of 2,,,900,
Glass Ganesh Flicker Votive Candle Holder - Red : 1 Unit,,,349,
Brass Borosil Akhand Diya Medium: 1 Unit,,,775,
Brass Borosil Akhand Diya Large : 1 Unit,,,1195,
Shubhkart Nitya Udipi Diya - 143 gms : 1 Unit,,,399,
Brass Borosil Akhand Diya Small : 1 Unit,,,575,
Shubhkart Nitya Crystal Deep Medium : 1 Unit,,,449,
Shubhkart Nitya Kuber Goblet Size 3 : 105 gms,,,225,105 g
Brass Borosil Mangal Diya Medium : 1 Unit,,,895,
Brass Borosil Mangal Diya Small : 1 Unit,,,545,
Shubhakrt Nitya Brass Kerla Samai (Size 1) : 108 Gms,,,299,108 g
Shubhkart Nitya Brass Prasadam Nakshi Plate (Size 1) - 219 gms : 1 Unit,,,399,
Shubhakrt Nitya Brass Akhand Narayan Diya : 110 Gms,,,210,110 g
Shubhkart Nitya Brass Kuber Deep - 52 gms : 1 Unit,,,149,
Shubhkart Nitya Devdas Deep Size 4 : 90 gms,,,199,90 g
Shubhkart Nitya Brass Paan Diya With Stand - 80 gms : 1 Unit,,,249,
Shubhkart Nitya Brass Diya With Borosilicate Glass - 251 gms : 1 Unit,,,499,
Shubhkart Nitya Pyali Size 4 -74 gms : 1 Unit,,,170,
Shubhkart Nitya Pyali Size 0 - 31 gms : 1 Unit,,,120,
Shubhkart Nitya Brass Omkareshwar Akhand Deep : 110 Gms,,,315,110 g
Borosil Nickel Akhand Diya Large : 1 Unit,,,1295,
Shubhkart Nitya Steel Swastik Diya (No.12) - 19 g : 1 Unit,,,59,
Shubhkart Nitya Steel Niraanjan Diya No. 12 - 25 g : 1 Unit,,,58,
Janta Agarbatti Stand -110 gms : 1 Unit,,,120,110 g
Stainless Steel Gold PVD Coating Agarbatti Stand : 1 Unit,,,299,
Shubhkart Nitya Deepak Agarbatti Stand Set - 45 g : 1 Unit,,,79,
Shubhkart Nitya Steel Pushpa Agarbatti Stand (No.2) - 16 g : 1 Unit,,,39,
Shubhkart Nitya Copper Kalash Size 2- 140 gms : 1 Unit,,,399,
Shubhkart Nitya Gol Ghanti Size 2 -110 gms : 1 Unit,,,249,
Shubhkart Nitya Copper Kalash : 64 Gms,,,175,64 g
Shubhkart Nitya Naag Ghanti : 1 Unit,,,120,
Shubhkart Nitya Kalash Kori Haldi-Kumkum - 25 g : 1 Unit,,,59,
Copper Hammered Kalash - Size 3 : 1 Unit,,,500,
Homelites Matches : 5 Pieces,,,10,
Ship Safety Matches : 1 Unit,,,10,
Scented Tea Light Candles - Rose : 15 Pieces,,,150,
Scented Tea Light Candles - Fresh Linen : 15 Pieces,,,150,
Scented Tea Light Candles - Lemon Grass : 15 Pieces,,,150,
Scented Tea Light Candles - Orchid Blossom : 15 Pieces,,,150,
Scented Tea Light Candles - Fresh Lavender : 15 Pieces,,,150,
Shot Glass Candles : 3 Pieces,,,200,
Anurag Pooja Vathulu : 100 Units,Pooja Needs,pooja,18,
Welburn Veda & Co Scented Diya Candles : 5 Pieces,,,125,
Shrink Sleeve Glass Candle - Fresh Linen : 1 Piece,,,150,
Homelites Matches : 10 Pieces,,,10,
Shubhkart Nitya Brass Puja Jyot Kapooram Dhoop Aarti : 70 Gms,,,210,70 g
Shubhkart Nitya Choumukha Size 0 : 113 gms,,,280,113 g
Sanjeev Kapoor Vastu Set (Turtle + Tray) : 2 Piece,,,495,
Anurag Kum Kum : 100 gms,,,35,100 g
D Homes Tea Light Candles : 30 Pieces,,,145,
Shubhkart Nitya Steel Vaidik Choumuka - 60 g : 1 Unit,,,79,
Welburn Veda & Co Unscented Tealight Candle : 30 Piece,,,110,
Tealight Candle (Rf) - Set Of 50 : 1 Unit,,,180,
Pan Aromas Wonder Series Reed Diffuser - Chamomile & Lavender : 50 ml,,,200,50 ml
Iris Fragrance Gift Set INFG0324LA - Lavender : 1 Unit,,,625,
Pan Aromas Wonder Series Reed Diffuser -Forest Bliss : 50 ml,,,200,50 ml
Iris Fragrance Gift Set INFG0324AC - Apple Cinnamon : 1 Unit,,,625,
Iris Fragrance Gift Set INFG0326LA - Lavender : 1 Unit,,,750,
Pan Aromas Crystal Collection Scented Candle - Vanilla Latte : 150 gms,,,250,150 g
Pan Aromas Scented Tealight Candle Fresh Lavender : 45 Pieces,,,425,
Iris Home Fragrance Potpourri - Jasmine : 140 gms,,,150,140 g
Welburn Veda&Co Unscented Tealight Candle White - 100x12 g : 1 Unit,,,375,
Pan Aromas Wonder Series Shot Glass Candle - Purple & Peach : 2 Pieces,,,200,
Pan Aromas Wonder Series Reed Diffuser - Red Passion : 50 ml,,,200,50 ml
Iris Home Fragrance Potpourri - Rose : 140 gms,,,150,140 g
Pan Aromas Scented Tealight Candle Apple & Cinnamon : 45 Pieces,,,425,
Pan Aromas Wonder Series Shot Glass Candle - Green & Yellow : 2 Pieces,,,200,
Pan Aromas Wonder Series Shot Glass Candle - Red & Blue : 2 Pieces,,,200,
Pan Aromas Burner Oil Tealight Set Fresh Lavender : 1 Unit,,,300,
Pan Aromas Scented Tealight Candle Lemon Grass : 45 Pieces,,,425,
Iris Floater Candle - Frangipani : 4 Pieces,,,175,
Iris Floater Candle - Orange Truffle : 4 Pieces,,,175,
Pan Aromas Scented Tealight Candle Jasmine : 45 Pieces,,,425,
Iris Yankee Glass Jar Candle Berry Pop : 1 Unit,Jars & Containers,jar,150,
Iris Sceneted Votives Set : 3 Pieces,,,269,
Pan Aromas Burner Oil Tealight Set Lemon Grass : 1 Unit,,,300,
Iris Taper Jar Candle - Musk Elixir : 1 Unit,Jars & Containers,jar,149,
Pan Aromas Scented Tealight Candle Orchard Blossom : 45 Pieces,,,425,
Pan Aromas Burner Oil Tealight Set Orchard Blossom : 1 Unit,,,300,
Iris Taper Jar Candle - Berry Pop : 1 Unit,Jars & Containers,jar,149,
Iris Floater Candle - Lemon grass : 4 Pieces,,,175,
Iris Yankee Glass Jar Candle Orange Truffle : 1 Unit,Jars & Containers,jar,150,
Iris Yankee Glass Jar Candle Frangipani : 1 Unit,Jars & Containers,jar,150,
Pan Aromas Votive Glass Candle Rose : 6 Pieces,,,300,
Iris Taper Jar Candle - Sea Shore : 1 Unit,Jars & Containers,jar,149,
Iris Floater Candle - Berry pop : 4 Pieces,,,175,
Iris Ribbed Jar Candle - Lavender : 1 Unit,Jars & Containers,jar,149,
Pan Aromas Mercury Series Scented Candle Sandalwood Orchard Lilac : 3 Pieces,,,250,
Pan Aromas Votive Glass Candle French Vanilla : 6 Pieces,,,300,
Pan Aromas Votive Glass Candle Tangy Orange : 6 Pieces,,,300,
Iris Swirl Jar Candle - Cool Blue : 1 Unit,Jars & Containers,jar,149,
Pan Aromas Crystal Collection Scented Candle - Midnight Rose : 150 gms,,,250,150 g
Iris Fragrance Gift Set INFG0326JS - Jasmine : 1 Unit,,,750,
Iris Ribbed Jar Candle - Mango Sorbet : 1 Unit,Jars & Containers,jar,149,
Iris Pillar Candle Lavender : Set of 2,,,229,
Iris Pillar Candle Mango Sorbet : Set of 2,,,229,
Iris Yankee Glass Jar Candle Lavender : 1 Unit,Jars & Containers,jar,150,
Iris Ribbed Pillar Candle Berry Pop : 1 Unit,,,149,
Iris Ribbed Pillar Candle Lavender : 1 Unit,,,149,
Iris Ribbed Pillar Candle Orange Truffle : 1 Unit,,,149,
Plastic Spray Bottle : 550 ml,,,55,550 ml
Plastic Pressure Sprayer Bottle,,,,
