name,category,subcategory,mrp,dmart_price,unit
Happy Family Square Easy Cloth Drying - 10 Clips (Pink) : 1 Unit,Lighting & Electrical,pin,129.0,129.0,1 Unit
Joyo Knit Laundry Basket (Big) - German Pink : 1 Unit,Lighting & Electrical,pin,1370.0,1370.0,
Karv Lockable Printed Faux Leather Jewellery Box - Large (Purple) : 1 Unit,Bags & Accessories,jewellery box,650.0,650.0,1 Unit
Karv Lockable Printed Faux Leather Jewellery Box - Large (Green) : 1 Unit,Bags & Accessories,jewellery box,650.0,650.0,1 Unit
Karv Zipper Closer Faux Leather Jewellery Box - Small (Pink) : 1 Unit,Lighting & Electrical,pin,700.0,700.0,1 Unit
Karv Lockable Printed Faux Leather Jewellery Box - Medium (Purple) : 1 Unit,Bags & Accessories,jewellery box,550.0,550.0,1 Unit
Karv Lockable Printed Faux Leather Jewellery Box - Large (Pink) : 1 Unit,Lighting & Electrical,pin,650.0,650.0,1 Unit
Karv Lockable Printed Faux Leather Jewellery Box - Medium (Pink) : 1 Unit,Lighting & Electrical,pin,550.0,550.0,1 Unit
Karv Lockable Printed Faux Leather Jewellery Box - Medium (Green) : 1 Unit,Bags & Accessories,jewellery box,550.0,550.0,1 Unit
Karv Zipper Closer Faux Leather Jewellery Box - Small (Blue) : 1 Unit,Bags & Accessories,jewellery box,700.0,700.0,1 Unit
Karv Zipper Closer Faux Leather Jewellery Box - Small (Green) : 1 Unit,Bags & Accessories,jewellery box,700.0,700.0,1 Unit
Karv Lockable Printed Faux Leather Jewellery Box - Large (Peach) : 1 Unit,Bags & Accessories,jewellery box,650.0,650.0,1 Unit
Handicraft Wooden Gift Box - Assorted : 1 Unit,Uncategorized,,300.0,300.0,1 Unit
Karv Zipper Closer Faux Leather Jewellery Box - Small (Beige) : 1 Unit,Bags & Accessories,jewellery box,700.0,700.0,1 Unit
Karv Lockable Printed Faux Leather Jewellery Box - Medium (Peach) : 1 Unit,Bags & Accessories,jewellery box,550.0,550.0,1 Unit
Classic Hanger Set - Assorted : 6 Units,Uncategorized,,199.0,199.0,6 Unit
Joyo Plastic Cloth Drying Hanger with 24 Clips - Round : Blue,Clothing,cloth,332.0,332.0,
Happy To Hang Teeser Hangers Yellow & Green : 6 Pieces,Uncategorized,,139.0,139.0,1 Unit
All Time Plastic Hanger Set - Assorted (050) : 6 Units,Uncategorized,,265.0,265.0,6 Unit
Steel 5 Hook Hanger : 1 Unit,Uncategorized,,222.0,222.0,1 Unit
Joyo Plastic Cloth Drying Hanger with 24 Clips - Round : Pink,Lighting & Electrical,pin,332.0,332.0,
Joyo Plastic Cloth Drying Hanger with 32 Clips - Square : Blue,Clothing,cloth,504.0,504.0,
HAZEL Plastic Cloth Clips For Drying Clothes : 24 Unit,Clothing,cloth,679.0,679.0,24 Unit
Happy To Hang Officio Hangers Red & Yellow : 6 Pieces,Uncategorized,,169.0,169.0,6 pc
HAZEL Stainless Steel Cloth Clips : 24 Unit,Clothing,cloth,579.0,579.0,24 Unit
Joyo Plastic Cloth Drying Hanger with 32 Clips - Square : Pink,Lighting & Electrical,pin,504.0,504.0,
Kvg Wooden Hanger White - Set Of 4 : 1 Unit,Uncategorized,,550.0,550.0,1 Unit
Happy To Hang Home Hangers Red : 10 Pieces,Uncategorized,,249.0,249.0,1 Unit
Studds Urban Open Face Helmet 580 mm - Black : Size L,Uncategorized,,1075.0,1075.0,
Vega Verve Helmet - Medium : 1 Unit,Uncategorized,,1295.0,1295.0,1 Unit
Yoga Mat - Assorted Colours : 1 Unit,Health & Wellness,yoga,480.0,480.0,1 Unit
Bathla Advance 5 Step Ladder-Orange : 1 Unit,Personal Care & Beauty,bath,8999.0,8999.0,1 Unit
Bathla Advance 3 Step Ladder - Orange : 1 Unit,Personal Care & Beauty,bath,4499.0,4499.0,1 Unit
GA Tealight Candle : 30 Pieces,Lighting & Electrical,light,110.0,110.0,1 Unit
Desidiya Pixel LED Lights (Warm White) - 22 Metres : 1 Unit,Lighting & Electrical,light,1999.0,1999.0,1 Unit
Metal Tealight Candle Hanging : 1 Unit,Lighting & Electrical,light,250.0,250.0,1 Unit
Manovedant Happy Birthday Decoration Kit with Curtains -Gold: 46 Pieces,Home Decor,decor,399.0,399.0,46 pc
Diwali Folding Paper Lantern (Kandil) - Assorted : 1 Unit,Uncategorized,,320.0,320.0,1 Unit
Manovedant Happy Birthday Jungle Theme Decoration Kit: 38 Pieces,Home Decor,decor,399.0,399.0,38 pc
Manovedant Happy Birthday Decoration Combo (1) - Rose Gold: 37 Pieces,Home Decor,decor,399.0,399.0,37 pc
Manovedant Happy Birthday Decorative Balloons Combo: 21 Pieces,Home Decor,decor,225.0,225.0,21 pc
Manovedant Happy Birthday Decoration Foil & Balloons Combo: 43 Pieces,Home Decor,decor,299.0,299.0,43 pc
Manovedant Happy Birthday Decoration Kit - Red & Pink: 47 Pieces,Lighting & Electrical,pin,375.0,375.0,47 pc
Manovedant Happy Birthday Pastel Kit: 68 Pieces,Uncategorized,,525.0,525.0,68 pc
Manovedant Haldi Ceremony Decoration Kit - Multicolour,Home Decor,decor,,,1 Unit
Disposable Paper Glass - 150 ml : Pack of 50,Uncategorized,,75.0,75.0,1 Unit
Disposable Paper Glass - 250 ml : 50 Pieces,Uncategorized,,115.0,115.0,1 Unit
Disposable Paper Glass Riple - 250 ml : Pack of 15,Uncategorized,,140.0,140.0,1 Unit
Disposable Paper Glass - 150 ml : Pack of 50,Uncategorized,,90.0,90.0,1 Unit
Disposable Paper Glass - 65 ml : Pack of 50,Uncategorized,,65.0,65.0,1 Unit
Disposable Bagasse Paper Plates - 17 cms : 15 Pieces,Bags & Accessories,bag,75.0,75.0,1 Unit
Disposable Bagasse Plates - 25 cms : 15 Pieces,Bags & Accessories,bag,145.0,145.0,1 Unit
Disposable Bagasse Plates - 25 cms 3 Compartments : 15 Pieces,Bags & Accessories,bag,145.0,145.0,1 Unit
Disposable Bagasse Plates - 27.5 cms 4 Compartments : 10 Pieces,Bags & Accessories,bag,140.0,140.0,1 Unit
Chuk Disposable Bagasse Plate - 12 Inches : 10 Pcs,Bags & Accessories,bag,189.0,189.0,10 pc
Disposable Paper Plates - 10 inches : 50 Pieces,Uncategorized,,139.0,139.0,1 Unit
Disposable Paper Plates - 17 cms : 50 Pieces,Uncategorized,,90.0,90.0,1 Unit
Disposable Paper Plates - 20 cms : 50 Pieces,Uncategorized,,115.0,115.0,1 Unit
Disposable White Paper Plates (8 Inches) : 50 Pieces,Uncategorized,,90.0,90.0,50 pc
Disposable Paper Plates - 7 Inches : Pack of 50,Uncategorized,,75.0,75.0,1 Unit
Disposable Wooden Spoon - 16 cm : 30 Pieces,Uncategorized,,69.0,69.0,1 Unit
Disposable Aluminium Foil Container With Lid - 450 ml : 10 Pieces,Uncategorized,,65.0,65.0,450 ml
Disposable Aluminium Foil Container With Lid - 750 ml : 10 Pieces,Uncategorized,,89.0,89.0,750 ml
Disposable Bagasse Bowl - 180 ml : 25 Pieces,Bags & Accessories,bag,75.0,75.0,1 Unit
Disposable Paper Dona Bowl - 150 ml : 50 Pieces,Uncategorized,,55.0,55.0,1 Unit
Disposable Paper Straw - 6 mm : 50 Pieces,Uncategorized,,45.0,45.0,1 Unit
Chuk Disposable Bagasse Bowl - 250 ml : 25 Pcs,Bags & Accessories,bag,119.0,119.0,25 pc
Disposable Wooden Fork - 14 cm : 30 Pieces,Uncategorized,,69.0,69.0,1 Unit
Disposable Aluminium Container With Lid - 450 ml : Pack of 10,Uncategorized,,65.0,65.0,450 ml
Disposable Aluminium Container With Lid - 750 ml : Pack of 10,Uncategorized,,95.0,95.0,750 ml
Disposable Aluminium Container With Lid - 600 ml - Pack of 10 : 1 Unit,Uncategorized,,80.0,80.0,1 Unit
Taina Cocktail Napkins : 100 Units,Uncategorized,,65.0,65.0,100 Unit
CleanPlus Party Tissues : 100 Units,Uncategorized,,60.0,60.0,100 Unit
Origami So Soft 2 Ply Tissues : 50 Units,Uncategorized,,90.0,90.0,50 Unit
CleanPlus Party Tissues Mini : 100 Units,Uncategorized,,39.0,39.0,100 Unit
Royal Cutie Tissue : 90 Units,Uncategorized,,48.0,48.0,90 Unit
Origami Klassic Premium Tissues : 100 Units,Uncategorized,,45.0,45.0,100 Unit
Savlon Germ Protection Wipe : 72 Wipes,Uncategorized,,210.0,210.0,1 Unit
Beco Bamboo Tissues 2-Ply (100 Pulls) : Pack of 3,Uncategorized,,270.0,270.0,1 Unit
