name,category,sub-category,price,unit,image,status,stock_count
Patanjali Whole Wheat Atta (Godhuma pindi) : 5 kgs,,Flours & Grains,315,5 kg,/api/placeholder/200/200,active,100
Aashirvaad Sugar Release Control Atta (Godhuma pindi) : 5 kgs,,Flours & Grains,445,5 kg,/api/placeholder/200/200,active,100
Srivari Whole Wheat Chakki Fresh Atta : 5 kg,,Flours & Grains,325,5 kg,/api/placeholder/200/200,active,100
Pillsbury Wheat Atta (Godhuma pindi) : 2 kgs,,Flours & Grains,131,2 kg,/api/placeholder/200/200,active,100
24 Mantra Organic Whole Wheat Atta : 5 kgs,,Flours & Grains,395,,/api/placeholder/200/200,active,100
Pillsbury Chakki Fresh Wheat Atta (Godhuma pindi) : 1 kg,,Flours & Grains,71,1 kg,/api/placeholder/200/200,active,100
24 Mantra Organic Ragi Flour (Ragi Pindi) : 500 gms,,Flours & Grains,75,500 g,/api/placeholder/200/200,active,100
Gb Whole Wheat Atta : 1 Kg,,Flours & Grains,55,1 kg,/api/placeholder/200/200,active,100
Pro Nature Whole Wheat Flour : 5 Kg,,Flours & Grains,419,,/api/placeholder/200/200,active,100
Annapurna Chakki Farm Fresh Atta : 10 kg,,Flours & Grains,614,10 kg,/api/placeholder/200/200,active,100
Pillsbury Multi Grains Atta : 1 kg,,Flours & Grains,80,1 kg,/api/placeholder/200/200,active,100
Manna Sprouted Ragi Flour : 500 gms,,Flours & Grains,109,500 g,/api/placeholder/200/200,active,100
Srivari Whole Wheat Chakki Fresh Atta : 10 kg,,Flours & Grains,650,10 kg,/api/placeholder/200/200,active,100
24 Mantra Organic Sattu Atta (Gondhuma Pindi) : 500 gms,,Flours & Grains,160,500 g,/api/placeholder/200/200,active,100
Srivari Whole Wheat Chakki Fresh Atta : 1 kg,,Flours & Grains,75,1 kg,/api/placeholder/200/200,active,100
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
True Elements Whole Grain Quinoa : 1 kg,,Flours & Grains,650,,/api/placeholder/200/200,active,100
,,,,,,,
VSR Idly Rawa : 1 kg,,Dals & Pulses,66,1 kg,/api/placeholder/200/200,active,100
VSR Wheat Rawa : 1 kg,,Flours & Grains,80,1 kg,/api/placeholder/200/200,active,100
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
VSR Brown Rawa : 500 gms,,Flours & Grains,100,500 g,/api/placeholder/200/200,active,100
Manna Ethnic Barnyard Millet : 500 gms,,Cooking Oil,139,500 g,/api/placeholder/200/200,active,100
Desi Nutri Brown Top Millet Hari Kangni : 500 gm,,Cooking Oil,230,500 g,/api/placeholder/200/200,active,100
Desi Nutri Barnyard Millet Sanwa : 500 gm,,Cooking Oil,150,500 g,/api/placeholder/200/200,active,100
VSR Foxtail Millet : 500 gms,,Dals & Pulses,95,500 g,/api/placeholder/200/200,active,100
Parry's Foxtail Millet : 500 g,,Dals & Pulses,90,500 g,/api/placeholder/200/200,active,100
Parry's Little Millet : 500 g,,Dals & Pulses,110,500 g,/api/placeholder/200/200,active,100
Parry's Kodo Millet : 500 g,,Cooking Oil,100,500 g,/api/placeholder/200/200,active,100
Parry's Barnyard Millet : 500 g,,Cooking Oil,110,500 g,/api/placeholder/200/200,active,100
,,,,,,,
,,,,,,,
Tata Sampann Fine Besan (Senagapindi) : 1 kg,,Flours & Grains,166,,/api/placeholder/200/200,active,100
VSR Bombay Rawa : 1 kg,,Rice & Rice Products,72,1 kg,/api/placeholder/200/200,active,100
,,,,,,,
Manna Health Mix : 500 gms,,Flours & Grains,279,500 g,/api/placeholder/200/200,active,100
VSR Wheat Rawa : 500 gms,,Flours & Grains,42,500 g,/api/placeholder/200/200,active,100
VSR Besan (Senagapindi) : 500 gms,,Flours & Grains,89,500 g,/api/placeholder/200/200,active,100
Weikfield Corn Flour : 500 gms,,Flours & Grains,90,500 g,/api/placeholder/200/200,active,100
Weikfield Corn Flour : 100 gms,,Flours & Grains,30,100 g,/api/placeholder/200/200,active,100
Manna Ethnic Foxtail Millet : 500 gms,,Dals & Pulses,139,500 g,/api/placeholder/200/200,active,100
Manna Ethnic Millets Little Millets : 500 gms,,Dals & Pulses,139,500 g,/api/placeholder/200/200,active,100
Sri Aharya Sprouted & Roasted Ragi Flour : 500 gms,,Flours & Grains,69,500 g,/api/placeholder/200/200,active,100
24 Mantra Organic Besan (Senagapindi) : 500 gms,,Flours & Grains,135,500 g,/api/placeholder/200/200,active,100
VSR Ragi Flour : 1 kg,,Flours & Grains,92,1 kg,/api/placeholder/200/200,active,100
VSR Ragi Flour : 500 gms,,Flours & Grains,48,500 g,/api/placeholder/200/200,active,100
Pro Nature Sooji : 500 g,,Grocery,74,500 g,/api/placeholder/200/200,active,100
VSR Quinoa : 500 gms,,Dry Fruits,195,500 g,/api/placeholder/200/200,active,100
Desi Nutri Sprouted Ragi Flour : 450 gm,,Flours & Grains,165,450 g,/api/placeholder/200/200,active,100
Desi Nutri Multi Roti Mix : 450 gm,,Cooking Oil,190,450 g,/api/placeholder/200/200,active,100
Desi Nutri Finger Millet Flour : 450 gm,,Flours & Grains,129,450 g,/api/placeholder/200/200,active,100
Sona Masoori Kurnool Rice : 26 kgs,,Rice & Rice Products,2210,26 kg,/api/placeholder/200/200,active,100
Sona Masoori Kurnool Rice : 26 kgs,,Rice & Rice Products,2600,26 kg,/api/placeholder/200/200,active,100
Sona Masuri Rice : 26 kgs,,Rice & Rice Products,1820,26 g,/api/placeholder/200/200,active,100
Karnool Sona Masuri Rice :26 kgs,,Rice & Rice Products,2080,26 kg,/api/placeholder/200/200,active,100
Sona Masoori Kurnool Rice (Biyyam) : 10 kgs,,Rice & Rice Products,1000,10 kg,/api/placeholder/200/200,active,100
Sona Masoori Kurnool Rice (Biyyam) : 5 kgs,,Rice & Rice Products,450,5 kg,/api/placeholder/200/200,active,100
Sona Raw Rice : 26 kgs,,Rice & Rice Products,1820,26 kg,/api/placeholder/200/200,active,100
Sona Masoori Kurnool Rice (Biyyam) : 10 kgs,,Rice & Rice Products,900,10 kg,/api/placeholder/200/200,active,100
Sona Masoori Kurnool Rice (Biyyam) : 5 kgs,,Rice & Rice Products,500,5 kg,/api/placeholder/200/200,active,100
VSR Sona Masuri Rice : 5 kgs,,Rice & Rice Products,470,5 kg,/api/placeholder/200/200,active,100
VSR Sona Masuri Rice : 10 kgs,,Rice & Rice Products,930,10 kg,/api/placeholder/200/200,active,100
Daawat Rozana Super Basmati Rice (Biyyam) : 5 kgs,,Rice & Rice Products,495,5 kg,/api/placeholder/200/200,active,100
Daawat Devaaya Basmati Rice (Biyyam) : 5 kgs,,Rice & Rice Products,845,5 kg,/api/placeholder/200/200,active,100
India Gate Basmati Rice - Feast Rozzana (Biyyam) : 1 kg,,Rice & Rice Products,118,1 kg,/api/placeholder/200/200,active,100
Daawat Super Basmati Rice (Biyyam) : 1 kg,,Rice & Rice Products,200,1 kg,/api/placeholder/200/200,active,100
Daawat Rozana Basmati Rice - Gold (Biyyam) : 5 kgs,,Rice & Rice Products,600,5 kg,/api/placeholder/200/200,active,100
India Gate Basmati Rice - Classic (Biyyam) : 5 kgs,,Rice & Rice Products,1255,5 kg,/api/placeholder/200/200,active,100
Daawat Pulav Basmati Rice (Biyyam) : 1 kg,,Rice & Rice Products,177,1 kg,/api/placeholder/200/200,active,100
Daawat Traditional Basmati Rice (Biyyam) : 1 kg,,Rice & Rice Products,250,1 kg,/api/placeholder/200/200,active,100
Kohinoor Super Value Basmati Rice (Biyyam) : 1 kg,,Rice & Rice Products,199,1 kg,/api/placeholder/200/200,active,100
Devaaya Biryani Basmati Rice (Biyyam) : 1 kg,,Rice & Rice Products,250,1 kg,/api/placeholder/200/200,active,100
Brown Rice (Biyyam) : 5 kgs,,Rice & Rice Products,450,5 kg,/api/placeholder/200/200,active,100
Pansari Royal Basmati Rice : 1 kg,,Rice & Rice Products,230,1 kg,/api/placeholder/200/200,active,100
24 Mantra Organic Sonamasuri Brown Rice (Biyyam) : 1 kg,,Rice & Rice Products,125,1 kg,/api/placeholder/200/200,active,100
,,,,,,,
Gajanan Silver GB JSR Rice : 26 kgs,,Rice & Rice Products,2210,26 kg,/api/placeholder/200/200,active,100
Parry's Sona Masoori Steam Rice Deluxe : 10 kg,,Rice & Rice Products,960,10 kg,/api/placeholder/200/200,active,100
Parry's Sona Masoori Steam Rice Deluxe : 5 kg,,Rice & Rice Products,480,5 kg,/api/placeholder/200/200,active,100
Parry's HMT Rice Deluxe : 5 kg,,Rice & Rice Products,480,5 kg,/api/placeholder/200/200,active,100
Parry's HMT Rice Deluxe : 10 kg,,Rice & Rice Products,960,10 kg,/api/placeholder/200/200,active,100
VSR Kurnool Rice : 10 kgs,,Rice & Rice Products,950,10 kg,/api/placeholder/200/200,active,100
VSR Kurnool Rice : 5 kgs,,Rice & Rice Products,490,5 kg,/api/placeholder/200/200,active,100
Tata Sampann Poha (Atukulu) : 500 gms,,Rice & Rice Products,53,500 g,/api/placeholder/200/200,active,100
Organic Tattva Red Poha : 500 gms,,Rice & Rice Products,99,500 g,/api/placeholder/200/200,active,100
Pro Nature 100% Organic Red Beaten Rice (Red Poha) : 500 gm,,Rice & Rice Products,89,500 g,/api/placeholder/200/200,active,100
24 Mantra Organic Poha (Atukulu) : 500 gms,,Rice & Rice Products,85,500 g,/api/placeholder/200/200,active,100
Vijay Murmura (Puffed Rice) : 500 gms,,Rice & Rice Products,60,500 g,/api/placeholder/200/200,active,100
Farmley Pumpkin Seeds : 200 gms,,Grocery,259,200 g,/api/placeholder/200/200,active,100
Farmley Sunflower Seeds : 200 gms,,Cooking Oil,159,200 g,/api/placeholder/200/200,active,100
Nutraj Cardamom  (Elaichi) : 50 gm,,Dals & Pulses,300,50 g,/api/placeholder/200/200,active,100
,,,,,,,
Farmley Chia Seeds : 200 gms,,Grocery,199,200 g,/api/placeholder/200/200,active,100
,,,,,,,
,,,,,,,
,,,,,,,
Kitchen King Imli (Chinthapandu) : 500 gms,,Cooking Oil,125,500 g,/api/placeholder/200/200,active,100
Granny's Cake Tamarind : 1 kg,,Flours & Grains,246,1 kg,/api/placeholder/200/200,active,100
Kitchen King Emli (Chinthapandu) : 1 kg,,Dals & Pulses,240,1 kg,/api/placeholder/200/200,active,100
Granny's Cake Tamarind : 500 gms,,Flours & Grains,124,500 g,/api/placeholder/200/200,active,100
Everest Saffron (Kesar) : 0.5 gms,,Salt/Sugar/Jaggery,210,5 g,/api/placeholder/200/200,active,100
Pro Nature 100% Organic Black Pepper (Whole) : 100 gm,,Masala & Spices,210,100 g,/api/placeholder/200/200,active,100
,,,,,,,
,,,,,,,
Nutraj Cardamom  (Elaichi) : 20 gm,,Dals & Pulses,120,20 g,/api/placeholder/200/200,active,100
Pro Nature 100% Organic Mustard (Small) : 200 gm,,Cooking Oil,84,200 g,/api/placeholder/200/200,active,100
Pro Nature Classic Sesame (White Natural) : 200 gm,,Dals & Pulses,142,200 g,/api/placeholder/200/200,active,100
Pro Nature Red Chilli Whole Hot : 100 g,,Masala & Spices,146,100 g,/api/placeholder/200/200,active,100
Pro Nature Cumin Whole : 250 g,,Cooking Oil,375,250 g,/api/placeholder/200/200,active,100
Pro Nature 100% Organic Fenugreek (Methi) : 200 gm,,Ghee & Vanaspati,86,200 g,/api/placeholder/200/200,active,100
Pro Nature 100% Organic Cinnamon Bark : 50 gm,,Dry Fruits,85,50 g,/api/placeholder/200/200,active,100
Pro Nature 100% Organic Cumin (Whole) : 100 gm,,Cooking Oil,176,100 g,/api/placeholder/200/200,active,100
Pro Nature 100% Organic Coriander (Whole) : 200 gm,,Cooking Oil,119,200 g,/api/placeholder/200/200,active,100
Farmley Chia Seeds : 1 kg,,Dry Fruits,1199,1 kg,/api/placeholder/200/200,active,100
Nutraj Pumpkin Seeds Pouch : 100 g,,Grocery,99,100 g,/api/placeholder/200/200,active,100
Nutraj Watermelon Seeds Pouch : 100 g,,Dry Fruits,149,100 g,/api/placeholder/200/200,active,100
Farmley Quinoa Seeds (Ready to Cook) : 500 g,,Grocery,300,500 g,/api/placeholder/200/200,active,100
Pro Nature Cardamom (Small) : 50 g,,Salt/Sugar/Jaggery,465,50 g,/api/placeholder/200/200,active,100
Everest Tikhalal Chilli Powder : 200 gms,,Masala & Spices,120,200 g,/api/placeholder/200/200,active,100
,,,,,,,
Everest Garam Masala : 100 gms,,Masala & Spices,100,100 g,/api/placeholder/200/200,active,100
Everest Turmeric Powder : 200 gms,,Masala & Spices,92,200 g,/api/placeholder/200/200,active,100
Everest Kitchen King Masala : 100 gms,,Masala & Spices,90,100 g,/api/placeholder/200/200,active,100
LG Hing : 100 gms,,Flours & Grains,182,100 g,/api/placeholder/200/200,active,100
Everest Shahi Biryani Masala : 50 gms,,Masala & Spices,83,50 g,/api/placeholder/200/200,active,100
Everest Coriander Powder : 500 gms,,Cooking Oil,190,500 g,/api/placeholder/200/200,active,100
,,,,,,,
Everest Chhole Masala : 100 gms,,Masala & Spices,88,100 g,/api/placeholder/200/200,active,100
,,,,,,,
,,,,,,,
Aashirvaad Chilli Powder : 500 gms,,Masala & Spices,250,500 g,/api/placeholder/200/200,active,100
,,,,,,,
Everest Chicken Masala : 50 gms,,Masala & Spices,48,50 g,/api/placeholder/200/200,active,100
Everest Sambhar Masala : 50 gms,,Masala & Spices,42,50 g,/api/placeholder/200/200,active,100
Everest Yellow Hing Powder : 100 gms,,Cooking Oil,190,100 g,/api/placeholder/200/200,active,100
,,,,,,,
Everest Meat Masala : 100 gms,,Masala & Spices,92,100 g,/api/placeholder/200/200,active,100
,,,,,,,
Jalaram Brand Cardamom Powder : 20 gms,,Dals & Pulses,140,20 g,/api/placeholder/200/200,active,100
Aachi Chicken Masala Powder : 100 gms,,Masala & Spices,50,100 g,/api/placeholder/200/200,active,100
,,,,,,,
,,,,,,,
MTR Puliogare Powder : 100 gms,,Dals & Pulses,70,100 g,/api/placeholder/200/200,active,100
MTR Chilli Powder : 500 gms,,Masala & Spices,250,500 g,/api/placeholder/200/200,active,100
Everest Tandoori Chicken Masala : 100 gms,,Masala & Spices,92,100 g,/api/placeholder/200/200,active,100
Swastik Mirch Powder : 500 gms,,Flours & Grains,205,500 g,/api/placeholder/200/200,active,100
Aashirvaad Turmeric Powder : 200 gms,,Masala & Spices,80,200 g,/api/placeholder/200/200,active,100
Everest Black Pepper Powder : 50 gms,,Masala & Spices,78,50 g,/api/placeholder/200/200,active,100
Aachi Garam Masala Powder : 50 gms,,Masala & Spices,34,50 g,/api/placeholder/200/200,active,100
Everest Dry Mango Powder : 100 gms,,Grocery,96,100 g,/api/placeholder/200/200,active,100
Everest Pani Puri Masala : 50 gms,,Masala & Spices,40,50 g,/api/placeholder/200/200,active,100
Everest Sabji Masala : 50 gms,,Masala & Spices,38,50 g,/api/placeholder/200/200,active,100
Everest Hingraj Powder : 50 gms,,Flours & Grains,143,50 g,/api/placeholder/200/200,active,100
MTR Rasam Powder : 100 gms,,Dry Fruits,85,100 g,/api/placeholder/200/200,active,100
,,,,,,,
Surya Chilli Powder : 500 gms,,Masala & Spices,260,500 g,/api/placeholder/200/200,active,100
Eastern Turmeric Powder : 500 gms,,Masala & Spices,185,500 g,/api/placeholder/200/200,active,100
Three Mango Pickle Mirch Powder : 500 gms,,Ghee & Vanaspati,408,500 g,/api/placeholder/200/200,active,100
Surya Turmeric Powder : 500 gms,,Masala & Spices,210,500 g,/api/placeholder/200/200,active,100
Bambino Red Chilli Powder : 500 gms,,Masala & Spices,280,500 g,/api/placeholder/200/200,active,100
MTR Spicy Sambar Masala Powder : 200 gms,,Masala & Spices,150,200 g,/api/placeholder/200/200,active,100
Goldiee Red Chilli Powder Pouch : 500 gms,,Masala & Spices,163,500 g,/api/placeholder/200/200,active,100
Eastern Chilli Powder : 500 gms,,Masala & Spices,250,500 g,/api/placeholder/200/200,active,100
,,,,,,,
Everest Hingraj Powder Red : 100 gms,,Flours & Grains,275,100 g,/api/placeholder/200/200,active,100
Goldiee Turmeric Powder Pouch : 500 gms,,Masala & Spices,189,500 g,/api/placeholder/200/200,active,100
Aachi Cooking Turmeric Powder : 100 gms,,Masala & Spices,42,100 g,/api/placeholder/200/200,active,100
Jalaram Brand Cinnamon Powder : 50 gms,,Dals & Pulses,75,50 g,/api/placeholder/200/200,active,100
Aachi Biriyani Masala Powder : 50 gms,,Masala & Spices,38,50 g,/api/placeholder/200/200,active,100
MTR Special Garam Masala : 50 gms,,Masala & Spices,55,50 g,/api/placeholder/200/200,active,100
Goldiee Kashmiri Mirch Powder : 100 gms,,Cooking Oil,110,100 g,/api/placeholder/200/200,active,100
Aashirvaad Masala Karam : 200 gm,,Masala & Spices,150,200 g,/api/placeholder/200/200,active,100
Aashirvaad Coriander Powder : 500 gms,,Cooking Oil,230,500 g,/api/placeholder/200/200,active,100
Jalaram Brand Black Pepper Powder : 50 gms,,Masala & Spices,85,50 g,/api/placeholder/200/200,active,100
,,,,,,,
Goldiee Coriander Powder Pouch : 500 gms,,Cooking Oil,114,500 g,/api/placeholder/200/200,active,100
Snapin Cardamom Powder : 15 gm,,Dals & Pulses,59,15 g,/api/placeholder/200/200,active,100
Jalaram Brand Tea Masala with Saffron : 20 gms,,Masala & Spices,60,20 g,/api/placeholder/200/200,active,100
Rajini Tamarind Cake : 500 gms,,Flours & Grains,191,500 g,/api/placeholder/200/200,active,100
Swastik Haldi Powder : 500 gms,,Dals & Pulses,208,500 g,/api/placeholder/200/200,active,100
Goldiee Garam Masala : 100 gms,,Masala & Spices,102,100 g,/api/placeholder/200/200,active,100
Surya Coriander Powder : 500 gms,,Cooking Oil,200,500 g,/api/placeholder/200/200,active,100
Goldiee Chat Masala : 100 gms,,Masala & Spices,72,100 g,/api/placeholder/200/200,active,100
Goldiee Chicken Masala : 100 gms,,Masala & Spices,82,100 g,/api/placeholder/200/200,active,100
Shan Tandoori Barbeque Masala : 50 gms,,Masala & Spices,90,50 g,/api/placeholder/200/200,active,100
Shan Chicken Masala : 50 gms,,Masala & Spices,90,50 g,/api/placeholder/200/200,active,100
Goldiee Kitchen King Masala : 100 gms,,Masala & Spices,88,100 g,/api/placeholder/200/200,active,100
Goldiee Pavbhaji Masala : 100 gms,,Masala & Spices,82,100 g,/api/placeholder/200/200,active,100
Shan Nihari Masala : 60 gms,,Masala & Spices,90,60 g,/api/placeholder/200/200,active,100
Goldiee Sabji Masala : 100 gms,,Masala & Spices,64,100 g,/api/placeholder/200/200,active,100
,,,,,,,
Shan Chicken Tikka Masala : 50 gms,,Masala & Spices,90,50 g,/api/placeholder/200/200,active,100
Shan Korma Masala : 50 gms,,Masala & Spices,90,50 g,/api/placeholder/200/200,active,100
Goldiee Meat Masala Special : 100 gms,,Masala & Spices,86,100 g,/api/placeholder/200/200,active,100
Goldiee Chhole Masala : 100 gms,,Masala & Spices,88,100 g,/api/placeholder/200/200,active,100
Swastik Dhania Powder : 500 gms,,Dals & Pulses,158,500 g,/api/placeholder/200/200,active,100
Snapin Cinnamon Powder : 25 gm,,Dry Fruits,49,25 g,/api/placeholder/200/200,active,100
Surya Garam Masala : 50 gms,,Masala & Spices,46,50 g,/api/placeholder/200/200,active,100
Shan Achar Gosht Masala : 50 gms,,Masala & Spices,90,50 g,/api/placeholder/200/200,active,100
Shan Karahi Gosht Masala : 50 gms,,Masala & Spices,90,50 g,/api/placeholder/200/200,active,100
Tata Sampann Garam Masala : 100 gms,,Masala & Spices,105,100 g,/api/placeholder/200/200,active,100
Shan Tikka Masala : 50 gms,,Masala & Spices,90,50 g,/api/placeholder/200/200,active,100
Surya Chicken Masala : 50 gms,,Masala & Spices,46,50 g,/api/placeholder/200/200,active,100
Snapin Kashmiri Chilli Paprika : 40 gms,,Masala & Spices,99,40 g,/api/placeholder/200/200,active,100
TDH Rishika Karvepaku Kara Podi : 100 gm,,Cooking Oil,64,100 g,/api/placeholder/200/200,active,100
Srivari Madras Sambar Masala : 100 gm,,Masala & Spices,76,100 g,/api/placeholder/200/200,active,100
TDH Rishika Kandi Kara Podi : 100 gm,,Cooking Oil,64,100 g,/api/placeholder/200/200,active,100
Surya Pani Puri Masala : 50 gms,,Masala & Spices,44,50 g,/api/placeholder/200/200,active,100
Everest Rasam Masala Powder : 100 gms,,Masala & Spices,71,100 g,/api/placeholder/200/200,active,100
Srivari Garam Masala : 100 gm,,Masala & Spices,90,100 g,/api/placeholder/200/200,active,100
Srivari Mutton Masala : 100 gm,,Masala & Spices,80,100 g,/api/placeholder/200/200,active,100
Srivari Chilli Powder : 500 gm,,Masala & Spices,279,500 g,/api/placeholder/200/200,active,100
Srivari Chilli Powder : 200 gm,,Masala & Spices,110,200 g,/api/placeholder/200/200,active,100
TDH Rishika Chilli Powder : 500 g,,Masala & Spices,225,500 g,/api/placeholder/200/200,active,100
Srivari Turmeric Powder : 200 gm,,Masala & Spices,105,200 g,/api/placeholder/200/200,active,100
Srivari Turmeric Powder : 500 gm,,Masala & Spices,225,500 g,/api/placeholder/200/200,active,100
TDH Rishika Turmaric Powder : 500 g,,Masala & Spices,180,500 g,/api/placeholder/200/200,active,100
Srivari Coriander Powder : 200 gm,,Cooking Oil,95,200 g,/api/placeholder/200/200,active,100
Srivari Coriander Powder : 500 gm,,Cooking Oil,225,500 g,/api/placeholder/200/200,active,100
TDH Rishika Coriander Powder : 500 g,,Dry Fruits,120,500 g,/api/placeholder/200/200,active,100
Smith & Jones Ginger Garlic Paste : 200 gms,,Dals & Pulses,50,200 g,/api/placeholder/200/200,active,100
Mother's Recipe Ginger Garlic Paste : 200 gms,,Dals & Pulses,50,200 g,/api/placeholder/200/200,active,100
Weikfield Baking Powder : 100 gms,,Flours & Grains,36,100 g,/api/placeholder/200/200,active,100
Mother's Recipe Tamarind Paste : 300 gms,,Dals & Pulses,76,300 g,/api/placeholder/200/200,active,100
Mother's Recipe Samosa Chutney : 200 gms,,Grocery,60,200 g,/api/placeholder/200/200,active,100
Jalaram Kesar (Saffron) : 1 gm,,Dals & Pulses,395,1 g,/api/placeholder/200/200,active,100
Keya Piri Piri : 80 gms,,Dry Fruits,119,80 g,/api/placeholder/200/200,active,100
Keya Wonder Hot Red Chilli Flakes: 40 gms,,Masala & Spices,99,40 g,/api/placeholder/200/200,active,100
Keya Oregano : 7 gms,,Flours & Grains,109,7 g,/api/placeholder/200/200,active,100
,,,,,,,
Snapin Mixed Herbs : 20 gms,,Flours & Grains,99,20 g,/api/placeholder/200/200,active,100
,,,,,,,
Keya Pizza Seasoning : 40 gms,,Dry Fruits,139,40 g,/api/placeholder/200/200,active,100
Snapin Piri Piri Mix : 50 gms,,Flours & Grains,99,50 g,/api/placeholder/200/200,active,100
Snapin Cheesy Garlic Bread Mix : 45 gms,,Ghee & Vanaspati,99,45 g,/api/placeholder/200/200,active,100
Snapin Regular Oregano Seasoning Sachet : 10 gms,,Flours & Grains,10,10 g,/api/placeholder/200/200,active,100
Snapin Regular Chilli Flakes Sachet : 7 gms,,Masala & Spices,10,7 g,/api/placeholder/200/200,active,100
Snapin Piri Piri Mix Sachet : 12 gms,,Flours & Grains,10,12 g,/api/placeholder/200/200,active,100
Snapin Piri Piri Mix : 15 gms,,Flours & Grains,59,15 g,/api/placeholder/200/200,active,100
Raj Flavours Essence - Pineapple : 30 ml,,Masala & Spices,42,30 ml,/api/placeholder/200/200,active,100
Raj Flavours Essence - Chocolate : 30 ml,,Cooking Oil,42,30 ml,/api/placeholder/200/200,active,100
Raj Flavours Essence - Butterscotch : 30 ml,,Dry Fruits,42,30 ml,/api/placeholder/200/200,active,100
Puro Healthy Salt : 1 kg,,Salt/Sugar/Jaggery,110,,/api/placeholder/200/200,active,100
Tata Rock Salt : 1 kg,,Salt/Sugar/Jaggery,99,,/api/placeholder/200/200,active,100
Tata Salt Lite - Low Sodium Iodised : 1 kg,,Salt/Sugar/Jaggery,50,1 kg,/api/placeholder/200/200,active,100
Rock Salt : 1 kg,,Salt/Sugar/Jaggery,99,1 kg,/api/placeholder/200/200,active,100
Tata Iodised Crystal Salt : 1 kg,,Salt/Sugar/Jaggery,22,1 kg,/api/placeholder/200/200,active,100
Aashirvaad Iodized Crystal Salt : 1 kg,,Salt/Sugar/Jaggery,22,1 kg,/api/placeholder/200/200,active,100
Puro Crystal Healthy Salt : 1 kg,,Salt/Sugar/Jaggery,135,1 kg,/api/placeholder/200/200,active,100
Himalayan Pink Rock Salt (Sendha Namak) : 1 kg,,Salt/Sugar/Jaggery,110,,/api/placeholder/200/200,active,100
Madhur Pure & Hygienic Sugar : 1 kg,,Salt/Sugar/Jaggery,65,1 kg,/api/placeholder/200/200,active,100
Parry's White Label Sugar : 5 kgs,,Salt/Sugar/Jaggery,300,5 kg,/api/placeholder/200/200,active,100
Organic Tattva Sugar : 1 kg,,Salt/Sugar/Jaggery,160,1 kg,/api/placeholder/200/200,active,100
Parry's White Label Sugar : 1 kg,,Salt/Sugar/Jaggery,60,1 kg,/api/placeholder/200/200,active,100
Madhur Pure & Hygienic Sulphurless Sugar : 5 kgs,,Salt/Sugar/Jaggery,315,5 kg,/api/placeholder/200/200,active,100
Organic Tattva Brown Sugar : 500 gms,,Salt/Sugar/Jaggery,90,500 g,/api/placeholder/200/200,active,100
Parry's Amrit Brown Bura Sugar : 500 gms,,Salt/Sugar/Jaggery,50,500 g,/api/placeholder/200/200,active,100
24 Mantra Organic Sugar : 1 kg,,Salt/Sugar/Jaggery,145,1 kg,/api/placeholder/200/200,active,100
Parry's Pure Refined Sugar : 1 kg,,Salt/Sugar/Jaggery,70,1 kg,/api/placeholder/200/200,active,100
Parry's Gold Brown Sugar : 500 g,,Salt/Sugar/Jaggery,40,500 g,/api/placeholder/200/200,active,100
Pro Nature 100% Organic Brown Sugar : 1 kg,,Salt/Sugar/Jaggery,154,1 kg,/api/placeholder/200/200,active,100
Pro Nature Organic Brown Sugar : 500 g,,Salt/Sugar/Jaggery,78,500 g,/api/placeholder/200/200,active,100
Sugar Free Gold Pellets : 500 Pellets,,Salt/Sugar/Jaggery,310,,/api/placeholder/200/200,active,100
Sugar Free Gold Powder : 100 gms,,Salt/Sugar/Jaggery,159,100 g,/api/placeholder/200/200,active,100
Sugar Free Natura Pellets : 500 Pellets,,Salt/Sugar/Jaggery,310,,/api/placeholder/200/200,active,100
Sugar Free Natura Powder : 100 gms,,Salt/Sugar/Jaggery,159,100 g,/api/placeholder/200/200,active,100
Relish Diet Sugar Powder Jar : 1 kg,,Salt/Sugar/Jaggery,375,1 kg,/api/placeholder/200/200,active,100
Pitambari Ruchiyana Jaggery Powder : 500 g,,Salt/Sugar/Jaggery,85,500 g,/api/placeholder/200/200,active,100
Paawak Jaggery Cubes Jar : 500 gms,,Salt/Sugar/Jaggery,110,500 g,/api/placeholder/200/200,active,100
Parry's Amrit Jaggery Powder : 500 gms,,Salt/Sugar/Jaggery,55,500 g,/api/placeholder/200/200,active,100
Kastoori Jaggery Powder : 1 kg,,Salt/Sugar/Jaggery,125,1 kg,/api/placeholder/200/200,active,100
Organic Tattva Jaggery Powder : 500 gms,,Salt/Sugar/Jaggery,90,500 g,/api/placeholder/200/200,active,100
Patanjali Madhuram Jaggery Powder : 1 kg,,Salt/Sugar/Jaggery,85,1 kg,/api/placeholder/200/200,active,100
Bellam Pakam Chikki Gud : 900 gms,,Masala & Spices,90,900 g,/api/placeholder/200/200,active,100
